StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
STU03596,8.53,1,2,2,67.1,3.5,Yes,No,100,71.4,Placed
STU02418,7.81,0,3,2,67.8,2.7,No,No,58.6,60.8,NotPlaced
STU09239,6.75,1,3,0,85.6,4.4,Yes,Yes,42.5,94.5,Placed
STU05529,7.34,2,2,1,64.2,4.5,Yes,Yes,68.2,72.1,Placed
STU07407,7.16,2,2,3,67.9,2.7,Yes,No,69.3,59.9,Placed
STU09824,7.09,0,3,1,68,3.6,Yes,Yes,85.2,57.2,NotPlaced
STU09550,5.65,1,2,2,93.1,3.9,No,Yes,82,58.3,Placed
STU07468,7.17,0,1,2,51.1,3,Yes,Yes,84.9,50.8,NotPlaced
STU00956,8.51,1,0,1,64.3,3.9,Yes,Yes,58.8,52.3,Placed
STU01161,5.25,0,3,2,65.8,3.5,No,No,89.5,57.9,NotPlaced
STU00935,7.9,1,1,2,69.8,2,Yes,Yes,84.3,58.8,Placed
STU01354,8.18,0,1,0,79.4,2.4,Yes,Yes,69.2,70.4,NotPlaced
STU08050,7.58,1,1,1,64.4,1.5,No,Yes,52.7,79.8,NotPlaced
STU03634,8.17,1,3,3,77,4.6,Yes,Yes,90.9,73.6,Placed
STU05225,10,2,0,3,76.7,2.6,Yes,No,79.7,43.7,Placed
STU09439,8.24,0,1,2,68.6,1,No,No,80.4,71.3,NotPlaced
STU02498,7.25,0,3,2,84.2,3.6,Yes,No,90.3,76.9,Placed
STU03782,7.21,1,3,1,65.6,3.5,No,No,85.4,74.7,Placed
STU04785,9.98,1,3,2,84.4,2,Yes,No,79.1,49.5,Placed
STU02919,7.59,0,1,2,71.3,1.8,No,Yes,67.3,74.6,NotPlaced
STU03532,9.17,2,1,1,64.2,2.5,Yes,Yes,82.4,67.7,Placed
STU00786,8.47,0,4,2,63.2,2,Yes,Yes,82,71.3,Placed
STU03365,6.86,2,2,0,81,3.9,Yes,Yes,98.2,69.1,Placed
STU03621,6.26,0,1,1,64.8,4.5,Yes,No,87.4,73.1,NotPlaced
STU03195,6.12,1,3,1,83,3.3,No,Yes,53,73.9,Placed
STU03117,7.33,1,0,1,77.5,3.2,Yes,Yes,71.8,71.3,Placed
STU03750,6.17,1,3,3,59.5,1.9,Yes,No,68.2,63.1,Placed
STU09502,8.69,1,3,1,89.2,4.4,Yes,Yes,63.8,83.1,Placed
STU00489,9.02,0,2,1,76.4,4.5,No,Yes,84,57.6,Placed
STU07798,7.21,0,3,2,85.4,3.5,No,No,80.1,60.5,NotPlaced
STU07198,7.41,1,3,0,66.8,2.5,No,No,68.1,71.6,NotPlaced
STU06990,7.45,2,3,0,82.4,2,Yes,No,64.6,59,Placed
STU06589,6.71,2,0,1,49.3,4.3,Yes,Yes,92.4,76.5,Placed
STU04211,7.27,0,2,2,53.9,3.4,Yes,Yes,96.9,68.1,NotPlaced
STU05810,7.29,0,2,1,80.6,2.6,Yes,No,76.4,60.3,NotPlaced
STU01272,8.05,2,1,3,73,3,No,No,70.5,82.5,Placed
STU04724,7.23,2,3,2,72.5,3.5,Yes,No,83.8,63.5,Placed
STU07700,8.27,1,3,2,63.8,3.4,Yes,No,54.1,62.2,NotPlaced
STU07171,7.06,0,3,1,77.4,3.3,No,Yes,85.4,71.9,Placed
STU00558,7.11,0,3,2,70.1,3.3,No,No,72.3,78.8,NotPlaced
STU05072,7.3,1,1,3,74.3,1.8,No,Yes,64.3,49.2,Placed
STU08935,8.06,1,1,0,75.2,4.7,Yes,Yes,78.1,71.4,NotPlaced
STU01255,8.6,0,1,2,66,3.6,Yes,Yes,82.2,70.1,Placed
STU07682,6.78,1,2,0,73,3.2,No,No,54,59.8,NotPlaced
STU00331,7.49,1,3,2,78.2,3.6,Yes,Yes,80.9,51.5,Placed
STU05847,10,2,1,1,66.9,3,No,No,67.2,88.1,Placed
STU02166,6.59,1,3,1,77.7,2.6,Yes,Yes,65.9,81,Placed
STU05491,7.13,1,1,1,83.5,3,Yes,Yes,72.5,72.8,Placed
STU05819,6.38,0,1,1,87.5,3,Yes,No,70.7,57,NotPlaced
STU08534,8.74,1,1,1,62.5,2.6,Yes,Yes,72.5,74.6,Placed
STU00031,6.96,2,1,1,72.7,3.9,No,No,61,69.7,Placed
STU02518,5.5,1,2,1,87.3,2.5,Yes,No,65.7,66.7,NotPlaced
STU05577,6.9,0,4,2,76.5,3.4,No,Yes,72,80.2,Placed
STU07189,7.25,0,1,1,68.2,1.6,No,Yes,73.3,71.1,NotPlaced
STU04077,7.17,0,2,2,77.5,4.1,Yes,No,76.2,74.6,NotPlaced
STU02743,7.54,1,0,0,66.4,2.8,No,No,46.8,67.7,NotPlaced
STU06444,8.31,1,2,2,72.9,4.7,Yes,No,66.2,77.3,Placed
STU01420,7.96,0,3,1,77,3.4,Yes,Yes,51.6,82.4,Placed
STU03827,6.44,0,3,1,55.2,4.2,No,No,64.7,82.6,NotPlaced
STU07937,5.5,1,0,1,84.6,3.8,Yes,No,75.6,53.3,NotPlaced
STU00181,8.06,0,2,1,74.8,3.4,Yes,Yes,65.7,72.1,Placed
STU02123,7.48,1,1,1,66.9,1.6,Yes,Yes,62.6,82.1,NotPlaced
STU02960,6.5,2,2,1,64.7,2.6,No,Yes,71.1,61.8,NotPlaced
STU04915,6.36,0,1,1,71.2,2.4,No,No,66,73.5,NotPlaced
STU09085,8.74,2,1,1,68,3.8,Yes,Yes,85,80.2,Placed
STU04019,7.03,0,4,1,59.1,3.4,Yes,No,89,65.1,Placed
STU07574,8.84,2,1,0,74.5,3.8,Yes,Yes,64,77.4,Placed
STU04945,9.07,2,2,3,65.5,2.7,No,No,71.4,61.6,Placed
STU02957,8.34,1,1,1,77.2,2.7,Yes,No,66.5,75.6,Placed
STU04464,8.55,0,2,1,81,2.5,No,Yes,76,68.9,Placed
STU08536,8.14,1,4,0,67.9,3.9,Yes,Yes,61,76.1,Placed
STU00950,7.72,1,2,1,71.3,3.2,No,No,74.6,85.8,NotPlaced
STU03271,7.31,0,2,2,72.4,3.4,No,No,55.1,65.1,NotPlaced
STU01984,8.28,1,1,2,77.2,3.7,No,Yes,80.5,83.6,Placed
STU01286,6.3,2,1,3,81.7,2.1,Yes,Yes,68.5,63.6,Placed
STU01897,7.27,1,3,1,78.1,4.5,Yes,Yes,59,55.6,Placed
STU08385,7.61,1,3,3,71.5,3.9,Yes,No,91.8,75.1,Placed
STU03248,6.84,1,3,1,62.3,2.6,Yes,Yes,60,55,Placed
STU09314,7.42,1,1,2,52.5,4.1,No,No,73.1,78.5,NotPlaced
STU09822,7.86,2,1,1,76.5,3,Yes,No,75.9,68.4,Placed
STU09164,8.46,1,1,3,75.5,4.2,Yes,Yes,69.7,76.5,Placed
STU05615,7.04,0,1,0,66.2,3.5,Yes,No,45.5,77.9,NotPlaced
STU08001,7.47,1,1,0,46.9,2.1,Yes,Yes,64.8,78.3,NotPlaced
STU06630,7.9,1,0,2,75.5,2,Yes,Yes,90.4,55.7,Placed
STU07406,9,1,3,2,83.5,2.7,No,No,55.8,48.7,Placed
STU07511,9.07,1,2,1,76.5,3,No,No,69.9,80.4,Placed
STU06726,8.58,1,3,3,69.2,3.1,No,Yes,96,70,Placed
STU01557,8.32,1,2,2,78.9,3.4,No,Yes,75.3,91.8,Placed
STU08587,9.18,0,2,2,72,2.3,Yes,No,83.9,71.7,Placed
STU03853,8.67,0,0,2,54.5,2.3,Yes,No,40,67.5,NotPlaced
STU06266,7.63,1,0,1,77.4,3.4,Yes,No,68.2,80.6,NotPlaced
STU07788,6.93,1,1,1,73.3,2.9,Yes,No,70.4,83,NotPlaced
STU01475,6.79,1,2,1,71.7,3.1,Yes,No,54.7,76.5,Placed
STU03419,6.34,1,0,1,68.4,2.8,Yes,Yes,65.9,62.5,NotPlaced
STU04509,8.09,1,3,2,86,2.8,Yes,Yes,69.7,60.8,Placed
STU04762,8.1,0,0,1,66,3.2,Yes,No,81.5,89.9,NotPlaced
STU09749,6.89,3,2,1,75.1,2.4,Yes,Yes,81.7,81.9,Placed
STU04440,7.95,2,2,1,79.7,2,No,Yes,88.4,71.3,Placed
STU02589,6.78,2,2,2,86.9,3.5,Yes,Yes,69.9,79.8,Placed
STU05263,7.75,2,2,0,66,3.3,Yes,No,70.5,64,Placed
STU09192,5.87,0,3,2,82,4.3,No,Yes,65.3,56.7,NotPlaced
STU00695,8.03,1,1,1,81.3,4,No,No,51.8,71.7,NotPlaced
STU07686,8.31,1,2,2,76.2,3.5,No,No,49.9,70.1,Placed
STU07161,7.75,2,2,3,75,2.8,No,Yes,83.2,89.7,Placed
STU09620,6.92,1,2,2,72.2,3,No,No,60.1,70.8,NotPlaced
STU05461,7.47,1,1,2,71.3,3.4,Yes,No,67.7,68.4,NotPlaced
STU03934,8.18,1,2,1,78.7,4.4,Yes,Yes,83.4,61.9,Placed
STU05628,8.36,1,1,2,86.4,2.9,Yes,Yes,78,67.4,Placed
STU06901,8.35,0,1,3,93.3,3,Yes,Yes,87.6,76.2,Placed
STU03623,5.72,1,3,0,68.2,3.7,Yes,No,60.1,63.7,NotPlaced
STU01822,7.57,1,4,1,67.3,3.5,Yes,No,58.1,71.3,Placed
STU05720,5.79,0,1,3,70,4.2,Yes,Yes,68.8,73.2,NotPlaced
STU03075,6.84,2,0,3,66.3,3.5,Yes,No,73.6,70.2,Placed
STU06502,6.41,2,2,0,74.8,3.2,Yes,No,52.9,69.1,Placed
STU02478,8.81,3,1,1,72.2,4.5,No,No,78.9,65.3,Placed
STU06926,6.31,0,3,2,65,4.5,Yes,Yes,67,78,NotPlaced
STU06749,7.04,0,1,1,77.3,2.9,No,Yes,93.2,76.4,NotPlaced
STU03881,7.77,1,3,1,60.3,3.3,Yes,Yes,71.8,77.1,Placed
STU06858,7.24,1,2,0,73.8,3.9,Yes,Yes,79.8,68.9,Placed
STU00948,6.88,1,3,1,64.2,4.9,Yes,Yes,80.4,58.2,Placed
STU06897,6.85,1,3,1,68.8,3.5,No,No,78.4,52.4,NotPlaced
STU04079,7.15,2,2,0,73.8,4.7,Yes,Yes,69.7,77,Placed
STU04483,6.74,1,2,1,83.3,3.5,No,Yes,97.9,68.2,Placed
STU06076,6.81,3,3,3,68.5,3.9,No,No,55.2,63,Placed
STU01333,7.31,0,2,1,79.7,3.5,Yes,Yes,87.3,59,NotPlaced
STU02105,6.43,1,2,1,70.4,3,Yes,No,83.2,60.1,NotPlaced
STU01185,6.61,3,2,1,63.3,4.4,Yes,No,72.6,58.1,Placed
STU03219,6.84,1,1,1,80,3.2,No,No,90.1,69.3,NotPlaced
STU00010,7.99,2,1,1,57.9,4.6,Yes,No,91.2,69.7,Placed
STU04327,6.96,1,1,1,84.4,4.1,Yes,No,78.6,51.8,NotPlaced
STU07264,8.72,2,4,3,64.4,2,Yes,No,70,80.1,Placed
STU06534,8.63,1,3,2,84,2.8,No,Yes,63,66.3,Placed
STU02254,7.49,2,2,1,90.1,4.5,Yes,No,61.6,71.5,Placed
STU04201,7.72,0,2,0,65.9,3.5,Yes,Yes,66.1,67.3,NotPlaced
STU01710,6.62,1,1,0,84.5,3.1,Yes,No,73.8,73.5,NotPlaced
STU02066,6.98,1,1,3,64,3.6,Yes,Yes,85.9,71.5,Placed
STU02648,6.23,2,1,1,87,4.4,No,No,54.7,69.1,Placed
STU09417,9.06,0,2,2,62,3.8,Yes,No,77.4,79,NotPlaced
STU05581,9.21,0,2,2,66.5,1.8,No,No,70.5,86.9,NotPlaced
STU01909,6.43,3,1,1,96.7,3.8,Yes,Yes,50,82.7,Placed
STU01280,7.22,1,3,1,64.6,3.4,Yes,Yes,58.4,75.7,Placed
STU07235,6.93,0,3,0,71.5,3.4,Yes,Yes,100,58.9,Placed
STU04058,7.9,2,2,0,65.4,3.6,No,No,76.4,76.7,Placed
STU02748,6.46,2,1,2,86.1,2.2,No,Yes,90.6,82.6,Placed
STU00884,8.44,1,1,0,95.3,3.6,Yes,No,80.9,71.2,Placed
STU08120,7.51,2,4,0,84.1,2.3,No,No,94.1,57.4,Placed
STU06445,8.21,1,1,2,79.2,4,No,Yes,84.5,68.3,Placed
STU04881,8.39,2,2,3,52.4,2.7,Yes,No,60.8,65,Placed
STU04072,6.87,1,2,2,77.8,3.3,No,Yes,83.5,74.9,Placed
STU08637,8.65,0,1,1,82.1,3.7,Yes,No,75.1,54.5,Placed
STU03858,8.03,1,2,2,68.2,2.8,Yes,No,87.9,64.3,NotPlaced
STU05272,9.83,2,1,2,70.5,4.9,Yes,Yes,84.2,69.2,Placed
STU04851,5.14,2,0,1,70.8,3.3,Yes,Yes,74,67.4,Placed
STU03533,7.41,2,1,1,65.1,4.1,No,No,61.5,76,NotPlaced
STU01388,8.91,2,3,3,59.2,3.5,No,Yes,61.1,94.8,Placed
STU01514,5.82,1,2,1,67.4,3.1,No,No,96.5,72.1,NotPlaced
STU05354,8.55,0,3,1,70.4,3.8,No,No,63.7,84.8,Placed
STU09968,7.49,1,2,3,73.1,3,Yes,Yes,83.6,75.7,Placed
STU00853,6.93,1,2,2,53.8,3.1,No,Yes,68.2,70,Placed
STU08521,7.29,1,2,2,77.6,3.9,No,No,74.1,76.4,Placed
STU06031,6.03,0,4,2,84,3.6,Yes,No,40.6,74.6,Placed
STU09926,7.03,0,1,2,57.9,4.4,No,Yes,60.5,73,NotPlaced
STU09614,5.81,1,1,2,58.8,3.7,No,Yes,96.2,68.7,NotPlaced
STU08643,8.53,1,3,0,92.7,3,Yes,No,72.8,69.5,Placed
STU01140,8.13,0,1,1,79.6,3.8,Yes,No,82.5,65.1,NotPlaced
STU03925,7.26,1,2,1,78.7,3.1,Yes,No,57.9,72.3,NotPlaced
STU05874,6.68,3,1,0,69,1.7,No,Yes,68.5,67.4,Placed
STU07346,6.58,1,2,3,85.6,4.9,No,Yes,84.4,56.3,Placed
STU00349,6.85,2,3,2,67,2.6,Yes,Yes,77,83.1,Placed
STU03459,7.52,2,1,0,85.5,3.2,No,Yes,88.4,65.3,Placed
STU07965,7,2,1,0,84,3.9,Yes,No,99.3,60.9,Placed
STU06526,7.75,0,3,1,74.9,4.6,Yes,No,67.9,91.7,Placed
STU05711,7.58,1,2,2,65.6,4,Yes,No,72.4,92.3,Placed
STU02534,6.67,1,2,3,63.6,3.7,Yes,No,60.1,54.7,Placed
STU07035,8.94,1,2,3,65.1,2.8,Yes,No,87,73.1,Placed
STU02950,6.03,1,1,1,69.6,4,No,Yes,87,78,NotPlaced
STU04714,7.82,2,2,1,79.7,2.7,Yes,Yes,80.4,69.3,Placed
STU07435,7.09,1,1,2,77.1,4.5,Yes,Yes,89.5,88.5,NotPlaced
STU05805,8.56,1,2,1,72.7,3.6,Yes,Yes,72.7,79.3,Placed
STU07570,6.97,2,1,3,81.2,4,Yes,No,82.8,80.7,Placed
STU08700,6.44,2,2,1,59.7,3.8,No,Yes,68.9,56.4,Placed
STU00131,6.1,1,3,2,75.2,5,Yes,Yes,56.3,59.3,Placed
STU02068,7.38,0,1,1,73.8,3.3,Yes,No,56.7,62.3,NotPlaced
STU03530,6.55,0,2,2,76.4,3.3,Yes,No,60.6,72.2,NotPlaced
STU01562,6.83,0,0,0,58.3,4.2,No,No,68.8,73.7,NotPlaced
STU04418,5.75,2,1,1,75.6,2.9,No,No,56,64.8,NotPlaced
STU08487,7.88,0,2,1,80.4,2.7,Yes,No,63,67.6,NotPlaced
STU09395,7.65,0,2,1,59.7,3.9,Yes,Yes,67.3,63.5,NotPlaced
STU05515,8.58,0,3,2,70.2,2.1,Yes,Yes,51.8,51.9,Placed
STU00680,8.64,0,1,2,70.1,3.5,Yes,No,54.5,93.3,NotPlaced
STU00995,6.6,1,3,2,65.1,3.4,Yes,No,79.7,73.7,Placed
STU05584,7.85,0,4,3,83,4.1,No,Yes,64.8,79.8,Placed
STU00351,7.78,1,1,1,78.8,2.2,Yes,No,81.9,61.3,NotPlaced
STU04841,6.77,0,2,0,64.5,3.8,Yes,Yes,89.1,81,NotPlaced
STU02067,5.31,1,3,1,82.5,3.8,No,No,76.8,69.1,NotPlaced
STU05519,6.38,0,3,0,62.3,4.9,No,Yes,68.8,69.2,NotPlaced
STU00267,8.97,1,2,1,60.9,5,No,Yes,81,72.8,Placed
STU08982,8.73,1,2,0,69.5,4.1,No,Yes,59.1,72.8,Placed
STU00475,8.98,1,2,2,75.5,4.8,Yes,No,80.3,68,Placed
STU00115,7.33,0,1,1,74.1,3.4,No,Yes,53,50,NotPlaced
STU08035,7.21,1,3,3,62.2,3.9,Yes,No,56.8,58.2,Placed
STU04952,8.63,0,1,2,74,4.5,No,Yes,69.4,77.8,NotPlaced
STU09251,6.77,2,0,0,63.2,2.6,No,Yes,70.1,53.8,NotPlaced
STU08351,6.14,0,1,1,80.3,3.6,No,Yes,59.1,77,NotPlaced
STU04657,7.22,1,2,2,66.4,3.4,Yes,Yes,64.9,60.9,Placed
STU07947,8.51,1,4,1,62,2.6,No,No,63.6,64,Placed
STU02344,7.03,0,2,0,70.4,3.4,No,No,73.5,57.7,NotPlaced
STU01315,7.51,0,2,1,59.8,3.2,Yes,Yes,63.9,69.6,NotPlaced
STU09653,7.67,1,2,1,91.2,3.2,No,No,80.3,49.6,NotPlaced
STU06821,9.29,1,2,2,69.1,4.3,No,No,65.3,69.6,Placed
STU00498,7.33,0,3,1,67.8,3.7,No,Yes,71.3,53.4,Placed
STU03870,8.4,1,3,2,65.5,2.9,Yes,Yes,75.7,92.4,Placed
STU03571,7.23,1,0,1,79.2,2.8,Yes,Yes,78.9,76.4,Placed
STU05882,8.75,0,3,1,92.8,1.9,No,No,77.4,85.5,Placed
STU00119,8.53,0,2,1,87,3.2,No,Yes,89.8,66.9,Placed
STU06196,7.37,0,1,0,78.4,2,No,No,54.9,75,NotPlaced
STU06187,7.88,1,1,2,80.6,2.7,Yes,Yes,84.2,98.6,NotPlaced
STU02760,8.06,0,0,1,60.2,4.5,Yes,No,80.4,44.1,NotPlaced
STU00963,7.68,0,2,0,66.5,3,Yes,Yes,40,56.9,NotPlaced
STU00989,7.3,1,1,1,72,2.4,No,Yes,98.2,50.5,NotPlaced
STU07716,8.1,1,4,2,76.3,3,No,No,49.6,78.4,Placed
STU03059,6.42,1,1,0,56.8,3.8,No,Yes,77.1,85.5,NotPlaced
STU09148,7.07,1,1,2,58.7,4.1,Yes,Yes,59,65.4,Placed
STU05366,6.15,0,0,1,76.8,2.8,Yes,Yes,59.3,83.9,NotPlaced
STU06338,7.1,1,2,1,81.9,4.1,No,No,77.9,79,Placed
STU02247,6.69,1,2,2,80.6,5,No,Yes,69.2,72.9,Placed
STU02458,7.72,0,3,2,69.7,2.5,No,Yes,69.4,58.5,Placed
STU07184,6.66,0,1,1,69.9,3.9,Yes,No,71.1,74.2,NotPlaced
STU07853,7.82,0,0,1,65,3.6,Yes,Yes,71.9,65.4,NotPlaced
STU01402,7.98,0,2,2,72.5,3.8,No,No,62.8,81.4,NotPlaced
STU02668,6.39,2,2,2,66.8,3.7,Yes,No,64.4,46.8,Placed
STU01688,7.68,1,4,2,80.5,3.6,No,No,88,87.8,Placed
STU07095,8.11,2,2,0,64.5,3.4,Yes,Yes,69.5,75.7,Placed
STU01695,7.61,1,3,0,75.9,3.6,No,Yes,68.4,71.9,Placed
STU06950,8.13,0,2,2,67.7,3.6,No,No,56.5,59.7,NotPlaced
STU00366,7.14,0,2,2,60,3.6,Yes,No,83.1,83.4,NotPlaced
STU05345,7.2,2,2,2,60.9,2.9,No,Yes,100,64.7,Placed
STU00825,7.1,0,3,0,62.4,2.6,Yes,No,58.1,54.4,NotPlaced
STU00381,6.74,3,2,2,63.4,4.3,No,Yes,73.6,73.4,Placed
STU00501,8.33,1,1,2,62.8,3.4,Yes,No,69.1,76.6,NotPlaced
STU02395,7.42,0,2,2,72.8,5,No,No,76.3,55.7,NotPlaced
STU09295,9.26,0,3,1,83.3,2.5,No,No,58.8,73.2,Placed
STU09429,5.72,1,1,2,79.4,3.8,Yes,No,57.5,52.1,NotPlaced
STU09257,6.75,1,0,0,70.9,3.5,Yes,No,66.6,66.7,NotPlaced
STU03471,7.42,2,2,1,76.1,2.9,Yes,No,87.1,62.5,Placed
STU03981,8.73,0,1,1,62.2,4.4,No,No,65.6,52.1,NotPlaced
STU06881,7.67,2,1,0,80.1,4.8,Yes,No,82.1,56.3,Placed
STU04904,7.16,3,0,2,62.8,3.6,No,No,79.1,64.3,Placed
STU06222,7.47,0,1,1,66.5,4,No,No,78.9,68.5,NotPlaced
STU07771,8.3,0,0,3,59.3,4.4,No,Yes,86.6,69.6,NotPlaced
STU06734,6.89,1,2,2,67.2,3.7,Yes,No,96.2,61.5,Placed
STU07155,7.15,2,1,1,79.6,2.7,Yes,Yes,75.8,83.6,Placed
STU06958,9.13,0,1,1,83.1,2.6,Yes,Yes,73.5,78.4,NotPlaced
STU05068,8.95,1,2,3,55.4,2.1,Yes,Yes,55.9,67.5,Placed
STU02186,8.88,0,2,1,59.3,3.8,Yes,No,75,57.8,NotPlaced
STU06848,7.93,1,3,0,75.5,3.4,No,Yes,71.7,55.5,Placed
STU01409,7.21,1,1,1,66.7,2.8,No,No,52.4,52,NotPlaced
STU00562,9.37,0,0,0,87.7,4.1,No,Yes,70.4,76.5,NotPlaced
STU07256,9.14,1,3,0,80.5,1.7,No,No,62.1,73.6,NotPlaced
STU01968,7.36,0,2,2,76.1,2.3,No,Yes,68.5,81.5,NotPlaced
STU01852,9.1,1,3,0,66.1,1.4,No,No,85,82.5,NotPlaced
STU08701,8.93,1,1,1,68.6,2.8,No,Yes,91.1,77.4,NotPlaced
STU03343,6.58,0,2,1,72.5,3.8,No,No,59.6,40,NotPlaced
STU06029,5.73,2,2,0,67.9,4.5,No,Yes,66.7,58.4,Placed
STU05766,7.21,2,3,1,56.8,3.2,Yes,No,72.6,63.1,Placed
STU01575,7.92,2,2,1,59.9,3.7,No,No,58.2,49.2,Placed
STU02528,8.05,1,2,0,70.7,3.6,Yes,Yes,65.6,42.7,Placed
STU06862,9.16,1,3,1,82.7,5,Yes,Yes,77.8,64.7,Placed
STU08767,8.41,1,2,0,76.7,2.5,No,Yes,77.9,79.6,Placed
STU01963,7.97,2,2,0,79.1,3.7,Yes,Yes,80.2,66.8,Placed
STU01832,7.71,1,2,0,60.5,3.8,Yes,Yes,81.2,68.3,Placed
STU09235,8.56,2,2,1,76.5,3.1,Yes,No,72.3,71.2,Placed
STU05793,7.77,0,2,1,56.4,3.2,No,No,65,72.8,NotPlaced
STU07961,6.93,2,3,2,66.9,3.7,Yes,No,85.8,75.3,Placed
STU09147,7.28,1,3,0,71.7,3.8,No,No,90.9,52.2,NotPlaced
STU02140,6.18,2,1,1,72.3,3.4,Yes,Yes,71.2,76.1,Placed
STU03643,6.61,1,1,2,64.5,2.3,Yes,Yes,80.2,50.9,NotPlaced
STU00683,7.03,2,1,1,69.5,4,Yes,Yes,77.4,67.9,Placed
STU00603,8.28,0,2,1,87.9,3.7,Yes,Yes,85.4,48.8,Placed
STU09784,7.79,1,3,3,72.5,3.2,Yes,Yes,71.7,66.7,Placed
STU02121,9.67,0,1,2,70.4,3.9,No,No,79.5,63.9,NotPlaced
STU00739,9,1,2,0,92.7,3.4,No,Yes,69,57.4,Placed
STU09265,6.66,0,1,1,66.5,3.2,No,No,67.6,66.5,NotPlaced
STU06673,7.83,2,1,0,67.6,4.1,Yes,Yes,100,66.3,Placed
STU03026,7.15,0,2,1,57.9,3.1,Yes,No,89.4,47.9,NotPlaced
STU09010,8.53,1,4,2,64.9,2.9,Yes,Yes,77.1,59.9,Placed
STU00041,8.16,1,1,1,81.4,4.6,Yes,No,61,79.4,Placed
STU07778,6.58,1,4,1,70.9,3.3,Yes,No,67.5,57.2,Placed
STU03777,5.85,0,4,2,75.2,4.8,Yes,No,66,82.7,NotPlaced
STU08586,8,1,2,2,56.5,4.3,Yes,No,68.3,68.4,Placed
STU01252,8.25,1,2,1,68.7,4.1,No,Yes,74.3,70.1,NotPlaced
STU08794,7.25,1,1,1,73.9,3.3,Yes,Yes,82.3,79.3,Placed
STU03414,6.75,0,0,2,65.4,4.5,No,No,79.1,55.1,NotPlaced
STU07368,7.08,2,1,1,57.2,2.3,Yes,Yes,67.1,97.8,Placed
STU07333,9.63,1,2,1,86.4,3.7,Yes,Yes,86.8,68.2,Placed
STU01118,7.45,0,4,2,54.2,3.9,No,No,81.3,73.2,Placed
STU04892,6.4,3,2,2,84.1,3.9,No,No,48.5,41.9,Placed
STU04232,8.72,2,1,1,58.9,3.5,Yes,Yes,76.6,87.9,Placed
STU01868,8.51,0,1,2,81.1,3.2,Yes,Yes,52.3,90.2,Placed
STU01593,7.89,1,2,1,58.3,2.7,No,Yes,80.1,53.3,NotPlaced
STU04815,7.78,1,1,2,80,3.1,No,No,50.8,90.1,NotPlaced
STU00341,6.76,0,2,1,62.4,3.4,Yes,No,77.7,83.7,NotPlaced
STU00462,7.53,0,3,2,64,3.4,Yes,Yes,82.7,74.2,Placed
STU05042,5.98,0,0,1,77,2.4,Yes,No,72.6,57.4,NotPlaced
STU08394,7.19,1,4,3,65.9,2.5,Yes,No,78.6,76.4,Placed
STU02715,7.83,0,1,1,83.6,3.6,Yes,Yes,50.4,54.5,NotPlaced
STU08808,7.47,1,1,1,73.4,2.6,No,No,100,52.5,NotPlaced
STU07374,5.78,2,0,2,67.2,3.5,Yes,Yes,53.4,47.4,NotPlaced
STU07501,9.05,1,3,1,75.9,3.9,No,Yes,62.9,66,Placed
STU06948,8.31,0,1,2,85.8,3,Yes,Yes,57.9,76.2,Placed
STU02639,6.57,1,2,3,71.5,3.1,Yes,No,73.7,85.9,Placed
STU07015,7.22,1,2,2,70.3,4.3,Yes,Yes,57.4,66.6,Placed
STU06645,6.62,0,2,0,72.1,3.3,Yes,No,72.2,53.2,NotPlaced
STU06536,8.24,0,1,1,78,4.8,Yes,Yes,67.5,79.7,NotPlaced
STU02566,7.13,1,2,1,80,3.5,Yes,No,65.9,90.5,Placed
STU08974,8.7,1,1,1,73.5,3.9,Yes,Yes,82.7,64.5,Placed
STU00152,7.81,1,3,2,87.2,3.9,No,No,59.6,81.4,Placed
STU06130,6.19,2,4,2,81.2,1.8,No,No,69.5,84.5,Placed
STU01003,7.55,0,2,0,57.4,2.9,No,No,62,65.9,NotPlaced
STU05168,7.36,0,2,0,77.4,2.9,Yes,Yes,87.6,66.2,NotPlaced
STU06234,5.26,1,2,1,58.1,3.6,No,Yes,69.1,77.8,NotPlaced
STU09551,7.82,1,3,1,56.3,3.8,No,Yes,92.5,75.7,Placed
STU08803,7.95,0,2,0,70.2,2.9,Yes,No,77.3,86.6,NotPlaced
STU01828,8.77,1,3,3,65.8,4.6,Yes,Yes,72.5,80.1,Placed
STU03122,6.95,3,1,0,64.8,3.1,Yes,Yes,54.2,76.1,Placed
STU00606,9.19,1,3,2,78.8,3.8,Yes,Yes,83.9,71.5,Placed
STU01379,6.95,0,1,1,55.9,5,Yes,No,51.2,69.9,NotPlaced
STU00689,8.14,0,0,0,72,3.1,No,Yes,67,67,NotPlaced
STU09797,7.45,3,2,2,67.1,3.2,Yes,No,57.8,71.7,Placed
STU06319,8.36,2,4,0,84.4,3.9,Yes,No,79.9,72.1,Placed
STU05139,6.88,0,1,2,77.8,4.2,Yes,No,72.4,72,NotPlaced
STU09947,5.39,1,3,3,63.3,2.1,Yes,Yes,85.1,78.5,Placed
STU00045,6.17,1,3,1,63.5,4.8,Yes,Yes,73.2,77,Placed
STU04921,9,1,3,2,75.4,4.4,Yes,Yes,83.4,59.5,Placed
STU02058,8.29,2,0,2,62.6,2.7,Yes,No,89.5,77.8,NotPlaced
